accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,auc,attribute,model,version,seed,fold,best_params
0.9975062344139651,0.9961263731840697,0.9975119998508587,0.9938524590163935,0.9984407484407485,0.9999439273298195,time_of_day,XGBoost,base,123,0,
0.9975062344139651,0.9961263731840697,0.9975119998508587,0.9938524590163935,0.9984407484407485,0.9999525538944626,time_of_day,XGBoost,tuned,42,0,"{'learning_rate': 0.05, 'max_depth': 3}"
0.9975062344139651,0.9961263731840697,0.9975119998508587,0.9938524590163935,0.9984407484407485,0.9999525538944626,time_of_day,XGBoost,tuned,7,0,"{'learning_rate': 0.05, 'max_depth': 3}"
0.9975062344139651,0.9961263731840697,0.9975119998508587,0.9938524590163935,0.9984407484407485,0.9999525538944626,time_of_day,XGBoost,tuned,123,0,"{'learning_rate': 0.05, 'max_depth': 3}"
0.9875311720698254,0.9800720696444998,0.9873791523193093,0.9923234390992834,0.9688796680497925,0.9968685570345321,time_of_day,MLP,base,42,0,
0.9825436408977556,0.9719177998441545,0.982270815249082,0.9875540678292972,0.9579864735466395,0.9967650382588141,time_of_day,MLP,base,7,0,
0.9883624272651704,0.9814307639385038,0.9882303955827577,0.992827868852459,0.970954356846473,0.9935904624701306,time_of_day,MLP,base,123,0,
0.9858686616791354,0.9774150122637665,0.9856963726285506,0.989599278992038,0.9662852287333615,0.9967822913881005,time_of_day,MLP,tuned,42,0,"{'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (64,)}"
0.9825436408977556,0.9719177998441545,0.982270815249082,0.9875540678292972,0.9579864735466395,0.9967650382588141,time_of_day,MLP,tuned,7,0,"{'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (128,)}"
0.9883624272651704,0.9814307639385038,0.9882303955827577,0.992827868852459,0.970954356846473,0.9935904624701306,time_of_day,MLP,tuned,123,0,"{'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (128,)}"
0.9966638865721434,0.994838748557949,0.9966690061738663,0.9933288988069694,0.9963664861783984,0.9999265956803717,time_of_day,LogisticRegression,base,42,1,
0.9966638865721434,0.994838748557949,0.9966690061738663,0.9933288988069694,0.9963664861783984,0.9999265956803717,time_of_day,LogisticRegression,base,7,1,
0.9966638865721434,0.994838748557949,0.9966690061738663,0.9933288988069694,0.9963664861783984,0.9999265956803717,time_of_day,LogisticRegression,base,123,1,
0.9983319432860718,0.9974193742789745,0.9983345030869332,0.9959016393442623,0.9989550679205852,0.9999740925930724,time_of_day,LogisticRegression,tuned,42,1,{'clf__C': 0.1}
0.9983319432860718,0.9974193742789745,0.9983345030869332,0.9959016393442623,0.9989550679205852,0.9999740925930724,time_of_day,LogisticRegression,tuned,7,1,{'clf__C': 0.1}
0.9966638865721434,0.994838748557949,0.9966690061738663,0.9933288988069694,0.9963664861783984,0.9999265956803717,time_of_day,LogisticRegression,tuned,123,1,{'clf__C': 1.0}
0.9966638865721434,0.9948228365156264,0.9966638865721434,0.9948228365156264,0.9948228365156264,0.9998445555584342,time_of_day,SVM_RBF,base,42,1,
0.9966638865721434,0.9948228365156264,0.9966638865721434,0.9948228365156264,0.9948228365156264,0.9998445555584342,time_of_day,SVM_RBF,base,7,1,
